StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,practice trial 1,practice trial 2,lawyer-male,lawyer-female,lawyer-neutral,doctor-male,doctor-female,doctor-neutral,student-male,student-female_1,student-neutral,model-male,model-female,model-neutral,singer-male,singer-female,singer-neutral,phd-male,phd-female,phd-neutral,baker-male,baker-female,baker-neutral,salesman-male,salesman-female,salesman-neutral,nurse-male,nurse-female,nurse-neutral,wireman-male,wireman-female,wireman-neutral,photographer-male,photographer-female,photographer-neutral,athlete-male,athlete-female,athlete-neutral,filler 1,filler 2,filler 3,filler 4,filler 5,filler 6,filler 7,filler 8,filler 9,filler 10,filler 11,filler 12,filler 13,filler 14,filler 15,filler 16,filler 17,filler 18,filler 19,filler 20,filler 21,filler 22,filler 23,filler 24,性别,语言,学习阶段,年级,年级,询问
2022-07-03 20:26:13,2022-07-03 20:30:49,IP Address,139.204.131.196,100,275,True,2022-07-03 20:30:49,R_2uJIUjoUut01GsN,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,,她,,,她,,她,,他,,,他,,,,,她,,她,,他,,,他,,,,她,,,她,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,...,高中阶段,,高中一年级,。。。
2022-07-03 20:24:16,2022-07-03 20:31:27,IP Address,124.161.38.23,100,431,True,2022-07-03 20:31:28,R_s6gJQsmUphv0b17,,,,,29.5636,103.7679,anonymous,ZH-S,花园,有,,,他,,她,,,,他,,她,,,,他,,她,,,,他,他,,,,她,,他,,,,她,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文英文,小学阶段,小学三年级,,看拼音写汉字
2022-07-03 20:27:50,2022-07-03 20:35:05,IP Address,39.144.137.125,100,435,True,2022-07-03 20:35:06,R_TgS3cwsGMhozXlT,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,他,,,,她,,,,他,,,她,他,,,,,他,他,,,,她,,,,她,他,,,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文,小学阶段,小学四年级,,
2022-07-03 20:27:14,2022-07-03 20:35:44,IP Address,110.184.64.176,100,510,True,2022-07-03 20:35:45,R_us5CeWTZso3d4pr,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,她,,,,他,他,,,他,,,,,他,,她,,,,他,,,他,,,她,,她,,他,,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,男,汉语,小学阶段,小学一年级,,拼音掌握
2022-07-03 20:13:59,2022-07-03 20:42:25,IP Address,118.114.217.238,100,1706,True,2022-07-03 20:42:26,R_3nBfPhefcD6GhAo,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,她,,他,,,他,,,,,他,,她,,,她,,他,,,他,,,,她,,他,,,,她,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,中文,小学阶段,小学三年级,,研究中文的用途
2022-07-03 20:40:25,2022-07-03 21:01:33,IP Address,117.172.42.48,100,1267,True,2022-07-03 21:01:33,R_1dcuivtabMiYJrH,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,他,,,,她,,,,他,,她,,,,她,,,他,,她,,,,他,他,,,,她,,,,他,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,这,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,汉语和英语,小学阶段,小学四年级,,小学生的识字拼音
2022-07-03 22:00:58,2022-07-03 22:06:13,IP Address,110.184.161.11,100,315,True,2022-07-03 22:06:14,R_5iGr1xQILdGWcyB,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,,他,,,他,,她,,,她,,,她,,他,,,,,他,,她,,他,,,,,他,,,他,,,他,幸福,排队,认同,世界,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,汉语,小学阶段,小学四年级,,汉语
2022-07-04 02:39:47,2022-07-04 02:46:34,IP Address,171.210.45.186,100,407,True,2022-07-04 02:46:34,R_3Jl4Dblwwtbq3Ky,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,,他,,,他,,她,,他,,,他,,,,她,,,她,,他,,,,她,,,,他,,,他,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,小学阶段,小学四年级,,文字水平
2022-07-04 02:46:31,2022-07-04 02:52:48,IP Address,114.254.10.166,100,376,True,2022-07-04 02:52:48,R_78UdodtZ1AaT6Kt,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,,她,,他,,,,,她,,她,,他,,,,,他,,,她,他,,,,,他,他,,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写真,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文英语,高中阶段,,高中三年级,平均文化水平
2022-07-04 03:22:28,2022-07-04 03:32:19,IP Address,39.144.137.50,100,590,True,2022-07-04 03:32:19,R_1Qou18WNDj8UBS0,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,,他,,,他,,她,,,她,,,,他,,,他,他,,,,她,,,,她,,她,,,她,,,,他,幸福,排队,认同,实践,所有,这,有,香wei,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文,小学阶段,小学四年级,,中文水平
2022-07-04 03:29:32,2022-07-04 03:35:54,IP Address,118.112.75.133,100,381,True,2022-07-04 03:35:54,R_10xxcqz0l2HJTZ3,,,,,30.6498,104.0555,anonymous,ZH-S,花园,寻,他,,,,她,,,,他,他,,,他,,,,她,,,她,,他,,,,她,,他,,,,她,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,汉语,小学阶段,小学四年级,,知识点
2022-07-04 04:27:53,2022-07-04 04:32:42,IP Address,124.64.22.213,100,289,True,2022-07-04 04:32:43,R_2Qtzf4DMKBHZ6ze,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,他,,,他,,,他,,,,,他,他,,,,,他,他,,,他,,,,,他,,,他,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,中文，英语,高中阶段,,高中二年级,人对拼音的即时反应？
2022-07-04 04:30:10,2022-07-04 04:40:18,IP Address,218.68.62.189,100,608,True,2022-07-04 04:40:19,R_2zUzoVGvX7psvkd,,,,,39.1488,117.1762,anonymous,ZH-S,花园,有,,她,,,,他,他,,,,,他,,她,,他,,,,,他,,,他,,她,,,她,,他,,,他,,,幸福,排队,认同,时间,所有,这,🈶️,香味,大约,tian q,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文，英文,小学阶段,小学五年级,,代词，名词
2022-07-04 05:07:36,2022-07-04 05:20:03,IP Address,120.244.164.37,100,746,True,2022-07-04 05:20:03,R_bIZfK6B0a4xFv57,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他（她）,他,,,,,他（她）,,她,,,她,,,她,,,她,,,她,,,,她,他,,,他,,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文,小学阶段,小学四年级,,学习拼音
2022-07-04 05:24:47,2022-07-04 05:33:48,IP Address,222.128.190.47,100,541,True,2022-07-04 05:33:49,R_T58dIN8w93N4NZD,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,,,他,,,他,,,他,他,,,他,,,,她,,,她,,他,,,,,他,,,他,他,,,幸福,排队,认同,实现,所有,这,有,香味,大约,天气,伞,这,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,英语和语文,小学阶段,小学三年级,,知识
2022-07-04 05:24:56,2022-07-04 05:35:09,IP Address,223.104.39.162,100,613,True,2022-07-04 05:35:09,R_1MXucxAIZvyfVgF,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,,她,,,她,,他,,,,,他,,她,,他,,,,她,,,她,,,她,,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,汉语，英语，地方语,小学阶段,小学三年级,,性别或诗词
2022-07-04 05:22:41,2022-07-04 05:36:57,IP Address,114.246.34.11,100,855,True,2022-07-04 05:36:57,R_31sGTQN6e7HFdlv,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,他,,,他,,,,她,,,她,,,,她,,,他,,,她,,,她,,她,,,,他,他,,,幸福,排队,认同,时间,所有,这,有,香味,大爷,天气,三,着,写真,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文,小学阶段,小学五年级,,古诗
2022-07-04 05:38:18,2022-07-04 05:44:18,IP Address,221.223.194.195,100,360,True,2022-07-04 05:44:18,R_3KMwyMlvy6QIfOi,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,,,他,,,他,他,,,,她,,他,,,,她,,他,,,他,,,他,,,,她,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,英语,小学阶段,小学四年级,,母语水平
2022-07-04 05:46:06,2022-07-04 05:50:43,IP Address,221.220.60.96,100,277,True,2022-07-04 05:50:44,R_25GiaWIQZvj7Gfh,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,他,,,,她,,,她,,他,,,,,他,,,他,他,,,他,,,,,他,,,他,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,男,中文,小学阶段,小学四年级,,汉子使用规范
2022-07-04 06:08:56,2022-07-04 06:16:38,IP Address,118.144.11.9,100,461,True,2022-07-04 06:16:39,R_3ELqZDEGq1plwb7,,,,,34.7732,113.722,anonymous,ZH-S,花园,有,,她,,,她,,,,它,,,他,他,,,他,,,,,他,,,它,他,,,他,,,,她,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,中文，英译,高中阶段,,高中二年级,汉语
2022-07-04 06:12:31,2022-07-04 06:21:09,IP Address,114.42.230.162,100,517,True,2022-07-04 06:21:10,R_1jV3xLzX9NFUJjL,,,,,24.0759,120.5657,anonymous,ZH-S,花园,有,,,他,,她,,,她,,,她,,,,他,,她,,他,,,,她,,,她,,,,他,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文,高中阶段,,高中三年级,中文用词
2022-07-04 06:06:05,2022-07-04 06:27:36,IP Address,120.244.194.184,100,1291,True,2022-07-04 06:27:36,R_viwOonNCP5imdMt,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,他,,,,,他,,,他,,她,,他,,,他,,,,她,,,,他,,她,,,,他,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三个,这,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,汉语,小学阶段,小学一年级,,拼音
2022-07-04 06:30:30,2022-07-04 06:34:22,IP Address,124.127.144.177,100,231,True,2022-07-04 06:34:22,R_AoJPxzAfgcWtCxP,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,,,他,他,,,他,,,,她,,,,他,,她,,,,他,,她,,,,他,,她,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文英文,小学阶段,小学一年级,,汉语水平
2022-07-04 06:43:07,2022-07-04 06:52:14,IP Address,120.244.226.19,100,547,True,2022-07-04 06:52:15,R_3oBkI16TNB15yLZ,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,,她,,,,他,他,,,他,,,,她,,,,他,,,他,,,他,他,,,他,,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果汁,也,七,北,少年,红,是,儿童,非二元性别/第三性别,汉语、英语,小学阶段,小学六年级,,研究小学生的中文水平
2022-07-04 06:52:21,2022-07-04 07:02:19,IP Address,123.116.219.11,100,598,True,2022-07-04 07:02:20,R_CmjQgPuH69jrUyJ,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,,,他,,她,,,她,,他,,,他,,,他,,,,她,,他,,,,她,,,,他,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,小学阶段,小学二年级,,词语
2022-07-04 06:59:37,2022-07-04 07:08:15,IP Address,112.193.147.62,100,517,True,2022-07-04 07:08:15,R_1Eiys3tWSrYpn7G,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,她,,他,,,他,,,,,他,,她,,,她,,,她,,他,,,,,她,,她,,,她,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,小学阶段,小学四年级,,拼音
2022-07-04 06:55:50,2022-07-04 07:11:09,IP Address,39.144.161.177,100,918,True,2022-07-04 07:11:09,R_BFlN4HaLIjaqE81,,,,,31.3325,118.3699,anonymous,ZH-S,花园,有,,,他,,她,,,,他,,,他,,,他,,,他,,,他,他,,,他,,,他,,,他,,,,她,,幸福,排队,认同,节简,少有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,小学阶段,小学四年级,,拼音和汉字
2022-07-04 05:40:46,2022-07-04 08:29:43,IP Address,117.136.34.23,100,10136,True,2022-07-04 08:29:43,R_1lAK8CavbpgzFvG,,,,,23.6372,116.6362,anonymous,ZH-S,花园,有,,她,,他,,,他,,,,,他,,,他她,,她,,他,,,,,他,,她,,他,,,他,,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,汉语,小学阶段,小学三年级,,
2022-07-04 08:27:25,2022-07-04 08:32:58,IP Address,222.128.172.57,100,333,True,2022-07-04 08:32:58,R_1nURsq9kqo9XTk1,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,,,他,他,,,他,,,他,,,,,他,,她,,,她,,他,,,,,他,,她,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文 英文,小学阶段,小学六年级,,外国人学中文
2022-07-04 10:01:56,2022-07-04 10:08:34,IP Address,113.70.218.211,100,398,True,2022-07-04 10:08:35,R_1CrTSBSmcIsmdMC,,,,,23.0261,113.1371,anonymous,ZH-S,花园,有,他,,,他,,,,她,,,她,,,,他,,她,,,,他,,,他,,她,,,她,,,,他,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文，英文,小学阶段,小学三年级,,知识面
2022-07-04 18:33:53,2022-07-04 18:37:22,IP Address,221.223.99.234,100,209,True,2022-07-04 18:37:22,R_zShesJARg1qO7Jf,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,她,,,他,,她,,,她,,,,她,,,他,他,,,,她,,,,她,,,他,他,,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,汉语,小学阶段,小学四年级,,配合调查
2022-07-04 19:00:12,2022-07-04 19:05:20,IP Address,112.45.97.167,100,307,True,2022-07-04 19:05:20,R_20O1QluRbmXg0gY,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,他,,,,她,,,,他,,,她,他,,,,她,,,她,,他,,,他,,,他,,,他,,,他,,,幸福,排队,认同的,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,视,儿童,女,汉语 英语,小学阶段,小学二年级,,拼音
2022-07-04 19:32:54,2022-07-04 19:37:14,IP Address,61.48.146.139,100,260,True,2022-07-04 19:37:15,R_DUlqYYuvPceZIl3,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,,她,,他,,,他,,,,,她,他,,,他,,,,她,,,,她,,,他,,她,,,,她,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文，英文,小学阶段,小学五年级,,汉语文化
2022-07-05 02:23:02,2022-07-05 02:30:39,IP Address,221.219.189.69,100,457,True,2022-07-05 02:30:39,R_1LGc0MqbAxQWOUE,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,,,他,,她,,,她,,他,,,,她,,,她,,他,,,,她,,他,,,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,男,汉语、英语,小学阶段,小学三年级,,汉语水平
2022-07-05 02:22:08,2022-07-05 02:31:43,IP Address,223.104.41.222,100,575,True,2022-07-05 02:31:44,R_12KlqyP6oCLewRG,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,,,他,,,她,他,,,,她,,他,,,,,他,,,他,他,,,,她,,,,他,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,汉语,小学阶段,小学二年级,,拼音读写
2022-07-05 02:25:46,2022-07-05 02:37:34,IP Address,223.104.41.95,100,707,True,2022-07-05 02:37:34,R_2f9vBbG6T4jfVxI,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,,她,,,她,,,,她,,她,,,,他,,,他,他,,,,,他,他,,,,她,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,视,儿童,男,中文,小学阶段,小学四年级,,我不知道鸭
2022-07-05 02:38:36,2022-07-05 02:48:32,IP Address,39.144.95.145,100,596,True,2022-07-05 02:48:33,R_phfGLBx66oDWIvL,,,,,37.8648,112.5636,anonymous,ZH-S,花园,有,他,,,他,,,他,,,他,,,他,,,他,,,他,,,,她,,他,,,,,他,他,,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,汉语,高中阶段,,高中三年级,不知道
2022-07-03 21:31:46,2022-07-05 17:33:22,IP Address,223.104.42.125,100,158496,True,2022-07-05 17:33:22,R_2YrkoB1s2Tg03O4,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,,,他,,,他,,她,,他,,,,她,,他,,,,,他,,,她,,她,,,她,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,中文,小学阶段,小学六年级,,汉字
2022-07-06 00:49:23,2022-07-06 00:54:57,IP Address,111.192.240.214,100,333,True,2022-07-06 00:54:57,R_xgEAjGHMXjTfvjj,,,,,39.9075,116.3972,anonymous,ZH-S,花园,"有 ",,她,,,她,,,她,,他,,,,,他,,她,,,她,,,,他,他,,,"他 ",,,,,他,,,他,幸福,排队,认同,时间,所有,这,"有 ",香味,大约,天气,3,着,写生,光,许多,梅花,水果,也,七,北,少年," 红",是,儿童,男,中文,小学阶段,小学五年级,,"研究语文的能力 "
2022-07-06 02:51:36,2022-07-06 02:55:52,IP Address,223.104.44.11,100,256,True,2022-07-06 02:55:52,R_2w5oTKMS46BzCh9,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,他,,,他,,,,,她/他,,她,,,,她/他,他,,,,她,,,她,,,她,,,她,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文和英文,高中阶段,,高中一年级,语言中的性别霸权？
2022-07-06 03:20:43,2022-07-06 03:24:56,IP Address,103.129.255.70,100,252,True,2022-07-06 03:24:57,R_SBlcLbTZLzqjr0J,,,,,22.2578,114.1657,anonymous,ZH-S,花园,有,,她,,,,他,,,他,,她,,,,他,他,,,,,他,,,他,,,她,他,,,,,他,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,中文,小学阶段,小学一年级,,性别认同在语言中的体现
2022-07-06 04:46:51,2022-07-06 04:51:50,IP Address,120.244.140.144,100,299,True,2022-07-06 04:51:51,R_11cKXzOAG6vLTzS,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,,,他,,她,,他,,,,她,,,,他,他,,,,她,,,,他,他,,,他,,,他,,,幸福,排队,认同,时间,所有,着,有,香味,大约,天气,三,这,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文,小学阶段,小学一年级,,中文
2022-07-07 02:27:32,2022-07-07 02:54:05,IP Address,221.222.21.146,100,1592,True,2022-07-07 02:54:05,R_xr0XkBhKskRuAgN,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,他,,,,她,,,,她,他,,,他,,,他,,,,,她,,,她,,,他,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,年月,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文，英语,小学阶段,小学一年级,,小学生的学习情况
2022-07-09 03:16:21,2022-07-09 03:21:54,IP Address,120.244.194.34,100,332,True,2022-07-09 03:21:55,R_ZfX5fhr6rvTBkcx,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他/她,他,,,他,,,,她,,,,他/她,,,他/她,,,他/她,,她,,,她,,,她,,,,他/她,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,英语 日语 中文,高中阶段,,高中二年级,人根据拼音和句意是否可以拼出正确的字或词语
2022-07-03 00:56:11,2022-07-03 00:57:04,IP Address,123.119.162.57,4,52,False,2022-07-10 00:57:07,R_2SdGPvvsql8hmKK,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 00:57:11,2022-07-03 00:57:14,IP Address,123.119.162.57,1,3,False,2022-07-10 00:57:20,R_UAaYsiFPwBKdZ4Z,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 01:00:12,2022-07-03 01:00:19,Spam,123.119.162.57,1,6,False,2022-07-10 01:00:21,R_3KoWrneezpaZaeh,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 01:10:33,2022-07-03 01:10:49,IP Address,122.233.192.125,4,16,False,2022-07-10 01:10:51,R_tX2MWLR54yfg7YJ,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 01:27:32,2022-07-03 01:27:39,IP Address,123.119.162.57,1,7,False,2022-07-10 01:27:42,R_2pM2sycf3DtMmgl,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 01:42:51,2022-07-03 01:43:06,IP Address,222.209.107.219,4,15,False,2022-07-10 01:43:08,R_2xS1VJIn4X5yXNm,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 01:43:22,2022-07-03 01:43:38,IP Address,221.237.21.26,4,16,False,2022-07-10 01:43:42,R_3e3HUN4LvXHwN44,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 01:48:16,2022-07-03 01:51:41,IP Address,171.210.21.184,68,205,False,2022-07-10 01:51:47,R_3RmV1aPzMbYiWbY,,,,,,,anonymous,ZH-S,花园,有,他,,,,,,,,,他,,,,,他,,她,,,,,,,,他,,,他,,,,,他,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,,三,着,,光,,梅花,水果,也,七,北,,,似,儿童,,,,,,
2022-07-03 01:38:32,2022-07-03 01:38:52,IP Address,39.144.137.203,4,19,False,2022-07-10 01:54:49,R_ZEtrq2JdyKb6rhT,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 01:42:02,2022-07-03 01:46:23,IP Address,223.104.214.128,72,260,False,2022-07-10 01:56:30,R_3KrUKHENVpKxivv,,,,,,,anonymous,ZH-S,花园,有,,她,,,,,,,,,,他,,她,,,,他,,,他,,,,,,,,她,,,她,,,,他,幸福,排队,认同,时间,,这,,香味,大约,天气,,着,写生,光,许多,梅花,,也,七,北,少年,红,是,儿童,,,,,,
2022-07-03 02:27:30,2022-07-03 02:27:34,IP Address,39.144.138.201,1,3,False,2022-07-10 02:27:34,R_2QFdYIRrDtzoubm,,,,,,,anonymous,ZH-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-03 02:12:53,2022-07-03 02:30:31,IP Address,171.219.36.113,31,1057,False,2022-07-10 02:30:36,R_12mt8plSM1Le4dd,,,,,,,anonymous,ZH-S,花园,有,,," 她",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,她,,,,认同,,,这,,,,,三,,写生,,许多,,水果,,,,,,似,儿童,,,,,,
2022-07-03 05:23:57,2022-07-03 05:24:52,IP Address,120.244.192.58,22,55,False,2022-07-10 05:24:53,R_2t9ZrrP3uOsbvie,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,,,,,,,,,,她,,,,,,,,,,,,,,,,,,,,,,,时间,,,,,大约,天气,,着,写生,,,梅花,,也,,,,,,,,,,,,
2022-07-03 05:28:23,2022-07-03 05:29:11,IP Address,221.216.116.91,10,48,False,2022-07-10 05:29:11,R_3dS4fpQNQek6ViU,,,,,,,anonymous,ZH-S,花园,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,天气,,,,,,,,,,,,,,,,,,,,
2022-07-03 05:36:40,2022-07-03 05:40:46,IP Address,222.131.28.169,87,245,False,2022-07-10 05:40:52,R_1hR3TmoTnPDeMRs,,,,,,,anonymous,ZH-S,花园,有,他,,,他,,,,,,,,她,,,她,他,,,,,他,,她,,,她,,他,,,他,,,他,,,幸福,排队,认同,时间,,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,,北,少年,红,是,儿童,,,,,,
